Order_ID,Customer_ID,Postal_Code,Order_Date,Ship_Date,Ship_Mode
CA-2014-102204,CJ-12010,32216,5/2/2014,5/7/2014,Standard Class
CA-2014-102218,LW-17215,80525,9/3/2014,9/5/2014,Second Class
CA-2014-102267,SC-20800,78539,12/1/2014,12/5/2014,Standard Class
CA-2014-102309,DO-13645,71603,9/24/2014,9/26/2014,Second Class
CA-2014-102337,SD-20485,60653,6/14/2014,6/17/2014,First Class
CA-2014-102379,BB-11545,94601,12/3/2014,12/7/2014,Standard Class
CA-2014-102407,AT-10435,90004,12/10/2014,12/14/2014,Second Class
CA-2014-102414,JA-15970,85023,5/16/2014,5/19/2014,Second Class
CA-2014-102519,BM-11650,53209,11/28/2014,11/30/2014,First Class
CA-2014-102554,KN-16705,36830,6/12/2014,6/16/2014,Standard Class
CA-2014-102610,CA-12265,37421,11/5/2014,11/9/2014,Standard Class
CA-2014-102659,LW-17215,49505,12/10/2014,12/16/2014,Standard Class
CA-2014-102729,BF-11215,75217,10/27/2014,11/1/2014,Standard Class
CA-2014-102736,LP-17095,37918,9/6/2014,9/10/2014,Standard Class
CA-2014-102750,GM-14695,90036,9/5/2014,9/9/2014,Second Class
CA-2014-102771,DO-13435,10035,4/1/2014,4/6/2014,Standard Class
CA-2014-102820,CS-11950,91104,5/8/2014,5/12/2014,Standard Class
CA-2014-102834,LW-16990,94110,3/10/2014,3/14/2014,Standard Class
CA-2014-102925,CD-12280,10024,11/6/2014,11/11/2014,Second Class
CA-2014-102946,VP-21730,89115,7/1/2014,7/6/2014,Standard Class
CA-2014-102967,MG-17890,3301,9/23/2014,9/27/2014,Standard Class
CA-2014-102974,DP-13105,90032,9/20/2014,9/25/2014,Standard Class
CA-2014-103009,PJ-18835,40475,11/4/2014,11/6/2014,Second Class
CA-2014-103065,PT-19090,32216,10/21/2014,10/21/2014,Same Day
CA-2014-103156,TD-20995,19120,11/24/2014,11/25/2014,First Class
CA-2014-103212,MH-18025,70506,10/14/2014,10/15/2014,First Class
CA-2014-103352,RP-19390,10011,11/28/2014,12/1/2014,Second Class
CA-2014-103380,BF-11005,91104,11/22/2014,11/26/2014,Standard Class
CA-2014-103415,MV-17485,77041,12/4/2014,12/9/2014,Standard Class
CA-2014-103443,AT-10735,10009,12/18/2014,12/24/2014,Standard Class
CA-2014-103478,KL-16555,60505,7/22/2014,7/25/2014,Second Class
CA-2014-103499,ES-14020,38301,11/21/2014,11/25/2014,Standard Class
CA-2014-103506,LR-17035,11561,7/24/2014,7/28/2014,Standard Class
CA-2014-103520,MH-17785,79424,9/24/2014,9/26/2014,First Class
CA-2014-103611,JM-15535,90036,9/13/2014,9/16/2014,First Class
CA-2014-103765,JG-15310,79762,11/25/2014,12/1/2014,Standard Class
CA-2014-103877,RD-19660,64055,9/8/2014,9/15/2014,Standard Class
CA-2014-103968,ML-17755,95207,12/2/2014,12/8/2014,Standard Class
CA-2014-104003,DC-13285,94110,10/8/2014,10/14/2014,Standard Class
CA-2014-104010,TD-20995,10011,4/24/2014,4/26/2014,First Class
CA-2014-104024,MD-17860,19134,8/30/2014,9/4/2014,Second Class
CA-2014-104066,QJ-19255,5408,12/6/2014,12/11/2014,Standard Class
CA-2014-104080,AH-10210,92804,3/9/2014,3/16/2014,Standard Class
CA-2014-104108,RP-19855,77095,12/3/2014,12/10/2014,Standard Class
CA-2014-104136,SF-20065,2149,11/2/2014,11/5/2014,Second Class
CA-2014-104220,BV-11245,50315,1/31/2014,2/6/2014,Standard Class
CA-2014-104318,FH-14275,37064,5/14/2014,5/19/2014,Standard Class
CA-2014-104381,RD-19810,14609,12/17/2014,12/24/2014,Standard Class
CA-2014-104388,DK-12835,68025,7/6/2014,7/8/2014,First Class
CA-2014-104577,CK-12205,2149,5/13/2014,5/18/2014,Standard Class
CA-2014-104619,KD-16495,95123,1/25/2014,1/30/2014,Standard Class
CA-2014-104640,FH-14275,10024,11/11/2014,11/17/2014,Standard Class
CA-2014-104647,CK-12595,90008,2/24/2014,3/2/2014,Standard Class
CA-2014-104731,AM-10705,24153,7/22/2014,7/28/2014,Standard Class
CA-2014-104745,GT-14755,78550,5/30/2014,6/5/2014,Standard Class
CA-2014-104801,FH-14350,98105,2/14/2014,2/20/2014,Standard Class
CA-2014-104822,RB-19465,10024,10/21/2014,10/21/2014,Same Day
CA-2014-104850,TW-21025,98103,6/14/2014,6/20/2014,Standard Class
CA-2014-104864,JS-15685,33023,11/19/2014,11/24/2014,Second Class
CA-2014-104885,DB-13555,19711,3/3/2014,3/9/2014,Standard Class
CA-2014-104906,JP-15460,10009,2/14/2014,2/18/2014,Standard Class
CA-2014-104913,DK-13090,11561,11/19/2014,11/23/2014,Standard Class
CA-2014-104927,AG-10330,77095,12/23/2014,12/27/2014,Standard Class
CA-2014-105053,CS-12355,11561,7/8/2014,7/10/2014,Second Class
CA-2014-105074,MB-17305,44312,6/25/2014,6/30/2014,Standard Class
CA-2014-105130,PJ-18835,94122,11/22/2014,11/26/2014,Standard Class
CA-2014-105144,SZ-20035,75051,11/5/2014,11/12/2014,Standard Class
CA-2014-105193,JL-15835,10024,3/26/2014,4/1/2014,Standard Class
CA-2014-105214,TS-21610,94122,6/17/2014,6/20/2014,First Class
CA-2014-105235,SM-20950,10011,12/6/2014,12/12/2014,Standard Class
CA-2014-105326,KT-16480,90036,8/21/2014,8/28/2014,Standard Class
CA-2014-105333,VP-21730,10011,12/1/2014,12/5/2014,Standard Class
CA-2014-105410,ND-18370,94110,3/20/2014,3/23/2014,First Class
CA-2014-105445,BP-11095,80027,2/21/2014,2/26/2014,Second Class
CA-2014-105480,DK-13225,14609,12/21/2014,12/27/2014,Standard Class
CA-2014-105487,CS-12250,92105,10/9/2014,10/15/2014,Standard Class
CA-2014-105543,BG-11695,67846,11/25/2014,11/25/2014,Same Day
CA-2014-105620,JH-15430,33012,12/26/2014,12/29/2014,First Class
CA-2014-105669,SJ-20125,77036,9/18/2014,9/23/2014,Second Class
CA-2014-105809,HW-14935,92105,2/21/2014,2/24/2014,First Class
CA-2014-105823,RB-19465,48227,6/23/2014,6/27/2014,Standard Class
CA-2014-105851,SE-20110,80219,3/14/2014,3/21/2014,Standard Class
CA-2014-105886,DB-13660,11572,12/19/2014,12/24/2014,Standard Class
CA-2014-105914,PV-18985,90036,10/3/2014,10/9/2014,Standard Class
CA-2014-105921,JM-15250,90032,8/15/2014,8/22/2014,Standard Class
CA-2014-105991,LH-17020,80027,5/6/2014,5/7/2014,First Class
CA-2014-106033,FG-14260,94110,10/16/2014,10/19/2014,Second Class
CA-2014-106047,CS-11860,45014,7/13/2014,7/19/2014,Standard Class
CA-2014-106068,RB-19330,78745,10/24/2014,10/29/2014,Standard Class
CA-2014-106103,SC-20305,48307,6/11/2014,6/16/2014,Standard Class
CA-2014-106180,SH-19975,94122,9/19/2014,9/24/2014,Standard Class
CA-2014-106355,AT-10435,6450,4/3/2014,4/6/2014,First Class
CA-2014-106432,CA-12265,76706,10/20/2014,10/25/2014,Standard Class
CA-2014-106537,RH-19495,32839,8/13/2014,8/18/2014,Standard Class
CA-2014-106691,CC-12370,77070,11/7/2014,11/13/2014,Standard Class
CA-2014-106747,TS-21505,3301,7/4/2014,7/5/2014,First Class
CA-2014-106782,LP-17095,47905,12/22/2014,12/28/2014,Standard Class
CA-2014-106824,AT-10735,90049,7/8/2014,7/12/2014,Standard Class
CA-2014-106831,FH-14350,43017,6/2/2014,6/4/2014,First Class
CA-2014-106852,ST-20530,44134,6/21/2014,6/28/2014,Standard Class
CA-2014-106859,BF-11215,87105,3/14/2014,3/19/2014,Second Class
CA-2014-106943,FO-14305,10035,11/15/2014,11/20/2014,Standard Class
CA-2014-106964,HR-14770,90045,12/18/2014,12/21/2014,First Class
CA-2014-107125,BD-11320,90045,11/28/2014,12/3/2014,Standard Class
CA-2014-107132,SC-20260,10009,6/27/2014,7/1/2014,Standard Class
CA-2014-107167,ND-18460,32216,6/11/2014,6/15/2014,Standard Class
CA-2014-107174,AB-10060,98105,11/7/2014,11/14/2014,Standard Class
CA-2014-107209,JW-15955,27604,7/28/2014,8/2/2014,Second Class
CA-2014-107244,AG-10390,90004,9/8/2014,9/12/2014,Standard Class
CA-2014-107265,ML-17755,52302,4/7/2014,4/13/2014,Standard Class
CA-2014-107293,CS-12400,98115,9/6/2014,9/7/2014,First Class
CA-2014-107314,MZ-17335,94109,12/1/2014,12/4/2014,First Class
CA-2014-107321,AW-10930,94110,9/1/2014,9/5/2014,Standard Class
CA-2014-107342,VF-21715,47201,12/18/2014,12/23/2014,Standard Class
CA-2014-107461,PK-19075,29203,12/22/2014,12/27/2014,Second Class
CA-2014-107503,GA-14725,44052,1/2/2014,1/7/2014,Standard Class
CA-2014-107517,FC-14335,90503,2/6/2014,2/10/2014,Standard Class
CA-2014-107552,AI-10855,10035,5/6/2014,5/6/2014,Same Day
CA-2014-107629,DB-13060,60076,12/15/2014,12/15/2014,Same Day
CA-2014-107713,JB-16000,21044,3/14/2014,3/18/2014,Standard Class
CA-2014-107720,VM-21685,7090,11/7/2014,11/14/2014,Standard Class
CA-2014-107727,MA-17560,77095,10/20/2014,10/24/2014,Second Class
CA-2014-107748,AG-10330,95207,12/11/2014,12/13/2014,Second Class
CA-2014-107797,EB-13705,76063,5/9/2014,5/12/2014,Second Class
CA-2014-107825,NB-18655,53209,11/19/2014,11/19/2014,Same Day
CA-2014-107832,FH-14275,19120,11/24/2014,11/27/2014,Second Class
CA-2014-107853,CD-11920,92054,5/27/2014,6/1/2014,Standard Class
CA-2014-107874,SW-20275,10035,11/22/2014,11/26/2014,Standard Class
CA-2014-107909,SS-20875,98052,9/2/2014,9/7/2014,Standard Class
CA-2014-107958,AH-10120,77036,7/3/2014,7/6/2014,First Class
CA-2014-107986,MW-18220,98103,12/14/2014,12/14/2014,Same Day
CA-2014-108000,LS-16945,94110,1/13/2014,1/17/2014,Standard Class
CA-2014-108035,TT-21070,37421,11/30/2014,12/4/2014,Standard Class
CA-2014-108070,JE-15745,95123,4/17/2014,4/21/2014,Standard Class
CA-2014-108091,EK-13795,92025,11/17/2014,11/22/2014,Standard Class
CA-2014-108112,DK-12895,33023,11/16/2014,11/21/2014,Standard Class
CA-2014-108287,AG-10330,28205,12/19/2014,12/21/2014,First Class
CA-2014-108294,LS-16975,68104,12/11/2014,12/11/2014,Same Day
CA-2014-108322,SS-20140,33068,5/1/2014,5/6/2014,Standard Class
CA-2014-108329,LE-16810,90604,12/10/2014,12/15/2014,Standard Class
CA-2014-108441,SB-20170,10035,6/13/2014,6/19/2014,Standard Class
CA-2014-108539,SC-20725,90045,3/22/2014,3/24/2014,Second Class
CA-2014-108553,SK-19990,10024,4/24/2014,4/30/2014,Standard Class
CA-2014-108560,JC-15385,98031,7/9/2014,7/16/2014,Standard Class
CA-2014-108574,MG-18145,90045,10/8/2014,10/12/2014,Standard Class
CA-2014-108749,DJ-13510,2895,9/13/2014,9/16/2014,First Class
CA-2014-108756,PO-18865,7017,12/26/2014,12/30/2014,Standard Class
CA-2014-108791,TM-21490,10701,7/28/2014,8/1/2014,Standard Class
CA-2014-108854,DM-13345,94109,12/9/2014,12/15/2014,Standard Class
CA-2014-108910,KC-16540,43055,9/25/2014,9/30/2014,Standard Class
CA-2014-108931,HZ-14950,10024,9/15/2014,9/20/2014,Standard Class
CA-2014-109085,CK-12325,45373,2/18/2014,2/21/2014,First Class
CA-2014-109099,MM-18280,10009,10/7/2014,10/12/2014,Standard Class
CA-2014-109183,LR-16915,37211,12/5/2014,12/10/2014,Standard Class
CA-2014-109211,PS-19045,10011,4/5/2014,4/11/2014,Standard Class
CA-2014-109393,JC-15775,90032,7/1/2014,7/3/2014,Second Class
CA-2014-109589,BD-11635,42104,12/22/2014,12/25/2014,First Class
CA-2014-109701,AM-10360,90032,12/3/2014,12/4/2014,Same Day
CA-2014-109715,AH-10585,60623,12/10/2014,12/15/2014,Standard Class
CA-2014-109750,FH-14365,10009,7/23/2014,7/29/2014,Standard Class
CA-2014-109757,MD-17350,44312,9/5/2014,9/10/2014,Second Class
CA-2014-109778,VM-21685,60098,7/17/2014,7/22/2014,Standard Class
CA-2014-109946,PL-18925,60610,4/17/2014,4/22/2014,Standard Class
CA-2014-109960,DB-13210,48234,12/10/2014,12/12/2014,Second Class
CA-2014-110198,AG-10900,33065,5/2/2014,5/3/2014,First Class
CA-2014-110212,SJ-20125,71854,5/2/2014,5/6/2014,Standard Class
CA-2014-110310,NB-18655,32303,10/28/2014,11/3/2014,Standard Class
CA-2014-110373,MA-17560,60610,10/28/2014,10/31/2014,Second Class
CA-2014-110380,PF-19225,94122,9/3/2014,9/8/2014,Standard Class
CA-2014-110429,DM-13015,19143,11/4/2014,11/9/2014,Standard Class
CA-2014-110443,CK-12205,98059,11/22/2014,11/26/2014,Standard Class
CA-2014-110478,SP-20860,90045,3/5/2014,3/10/2014,Standard Class
CA-2014-110625,JB-16045,6810,12/24/2014,12/31/2014,Standard Class
CA-2014-110821,CK-12205,75081,8/8/2014,8/9/2014,First Class
CA-2014-110842,GA-14725,90036,11/12/2014,11/17/2014,Standard Class
CA-2014-110884,SH-20395,10035,3/8/2014,3/13/2014,Standard Class
CA-2014-110905,RW-19690,65807,9/11/2014,9/16/2014,Second Class
CA-2014-110926,DD-13570,22304,11/20/2014,11/24/2014,Standard Class
CA-2014-110940,AZ-10750,60090,7/24/2014,7/29/2014,Standard Class
CA-2014-111178,TD-20995,62301,6/16/2014,6/23/2014,Standard Class
CA-2014-111220,JS-15595,60653,9/3/2014,9/9/2014,Standard Class
CA-2014-111262,KH-16510,77095,10/29/2014,11/2/2014,Second Class
CA-2014-111269,CS-12355,43017,6/17/2014,6/19/2014,Second Class
CA-2014-111332,NC-18340,58103,5/21/2014,5/23/2014,Second Class
CA-2014-111374,CB-12415,19134,2/25/2014,3/1/2014,Standard Class
CA-2014-111388,SU-20665,98103,9/3/2014,9/3/2014,Same Day
CA-2014-111556,CD-11920,10035,11/21/2014,11/23/2014,First Class
CA-2014-111577,AJ-10780,85254,10/17/2014,10/22/2014,Standard Class
CA-2014-111591,PS-18970,98105,3/22/2014,3/26/2014,Standard Class
CA-2014-111647,RD-19585,75023,7/4/2014,7/8/2014,Standard Class
CA-2014-111689,HP-14815,10024,12/1/2014,12/3/2014,Second Class
CA-2014-111717,SW-20245,60505,10/11/2014,10/17/2014,Standard Class
CA-2014-111738,CM-12385,94110,1/4/2014,1/8/2014,Standard Class
CA-2014-111759,MR-17545,98103,7/9/2014,7/13/2014,Standard Class
CA-2014-111808,AR-10510,74133,12/17/2014,12/21/2014,Standard Class
CA-2014-111815,EP-13915,48127,3/4/2014,3/11/2014,Standard Class
CA-2014-112004,AH-10075,19013,9/26/2014,9/29/2014,First Class
CA-2014-112039,JC-15775,78207,3/26/2014,3/30/2014,Standard Class
CA-2014-112172,MM-18280,10024,6/11/2014,6/15/2014,Second Class
CA-2014-112333,KF-16285,7060,4/9/2014,4/15/2014,Standard Class
CA-2014-112431,RW-19690,90049,10/13/2014,10/15/2014,Second Class
CA-2014-112473,JL-15505,77070,5/26/2014,6/2/2014,Standard Class
CA-2014-112487,TC-21535,43229,12/27/2014,12/31/2014,Standard Class
CA-2014-112515,AS-10225,84604,9/18/2014,9/22/2014,Second Class
CA-2014-112529,SC-20770,78207,11/20/2014,11/22/2014,First Class
CA-2014-112536,SG-20890,78501,5/19/2014,5/24/2014,Standard Class
CA-2014-112725,EH-14125,94110,1/31/2014,2/7/2014,Standard Class
CA-2014-112753,CC-12670,90032,6/19/2014,6/24/2014,Standard Class
CA-2014-112774,RC-19960,32216,9/12/2014,9/13/2014,First Class
CA-2014-112809,RA-19915,75220,8/19/2014,8/23/2014,Standard Class
CA-2014-112844,SP-20620,14215,11/14/2014,11/17/2014,Second Class
CA-2014-112865,BH-11710,19140,5/19/2014,5/23/2014,Standard Class
CA-2014-112900,KL-16645,48205,4/10/2014,4/13/2014,Second Class
CA-2014-112956,TH-21550,21044,8/22/2014,8/28/2014,Standard Class
CA-2014-112984,EH-14185,19143,9/17/2014,9/19/2014,Second Class
CA-2014-113075,MC-18100,60623,9/3/2014,9/7/2014,Standard Class
CA-2014-113208,ML-18040,48126,3/27/2014,4/3/2014,Standard Class
CA-2014-113278,HR-14770,47374,1/15/2014,1/21/2014,Standard Class
CA-2014-113355,SJ-20215,75051,12/2/2014,12/6/2014,Standard Class
CA-2014-113418,CM-12655,10035,10/2/2014,10/4/2014,First Class
CA-2014-113453,CM-12160,19143,10/22/2014,10/29/2014,Standard Class
CA-2014-113460,KN-16390,20735,11/8/2014,11/10/2014,Second Class
CA-2014-113474,TM-21490,73120,3/31/2014,4/1/2014,First Class
CA-2014-113481,AS-10045,28540,1/3/2014,1/5/2014,First Class
CA-2014-113530,BC-11125,94109,5/20/2014,5/22/2014,Second Class
CA-2014-113558,PH-18790,33801,10/22/2014,10/27/2014,Standard Class
CA-2014-113572,FP-14320,10024,11/8/2014,11/12/2014,Standard Class
CA-2014-113670,RS-19765,90045,10/16/2014,10/18/2014,First Class
CA-2014-113705,LC-16870,23223,3/28/2014,3/30/2014,Second Class
CA-2014-113873,KE-16420,75220,11/14/2014,11/20/2014,Standard Class
CA-2014-113908,KN-16390,10011,6/4/2014,6/10/2014,Standard Class
CA-2014-114055,MH-18115,35810,12/26/2014,12/30/2014,Second Class
CA-2014-114216,RK-19300,19140,9/3/2014,9/7/2014,Standard Class
CA-2014-114258,EM-13825,75081,11/6/2014,11/11/2014,Second Class
CA-2014-114370,BN-11470,60623,3/15/2014,3/18/2014,Second Class
CA-2014-114412,AA-10480,28027,4/16/2014,4/21/2014,Standard Class
CA-2014-114440,TB-21520,49201,9/15/2014,9/18/2014,Second Class
CA-2014-114524,EG-13900,60623,4/1/2014,4/6/2014,Second Class
CA-2014-114552,Dl-13600,44105,9/3/2014,9/9/2014,Standard Class
CA-2014-114636,GA-14725,28205,8/26/2014,8/30/2014,Standard Class
CA-2014-114804,BF-11020,95351,10/18/2014,10/20/2014,Second Class
CA-2014-115070,MG-18205,32216,4/11/2014,4/15/2014,Second Class
CA-2014-115105,BD-11770,10024,2/7/2014,2/12/2014,Standard Class
CA-2014-115119,SC-20440,17602,10/27/2014,10/31/2014,Standard Class
CA-2014-115154,RS-19420,98115,1/9/2014,1/12/2014,First Class
CA-2014-115175,MC-17575,95123,8/8/2014,8/13/2014,Standard Class
CA-2014-115322,ZC-21910,10024,5/12/2014,5/17/2014,Second Class
CA-2014-115364,OT-18730,92105,6/27/2014,7/3/2014,Standard Class
CA-2014-115427,EB-13975,94533,12/31/2014,1/4/2015,Standard Class
CA-2014-115448,MH-18025,37918,11/12/2014,11/15/2014,First Class
CA-2014-115546,AH-10465,10035,5/15/2014,5/19/2014,Standard Class
CA-2014-115602,DJ-13630,10009,12/19/2014,12/25/2014,Standard Class
CA-2014-115651,NS-18640,60610,7/10/2014,7/13/2014,First Class
CA-2014-115777,DO-13645,1841,8/20/2014,8/25/2014,Standard Class
CA-2014-115805,KW-16435,60653,8/1/2014,8/1/2014,Same Day
CA-2014-115882,DB-13555,27604,9/15/2014,9/18/2014,First Class
CA-2014-115931,JM-15655,88220,12/23/2014,12/27/2014,Standard Class
CA-2014-115994,BT-11305,92627,1/29/2014,2/1/2014,Second Class
CA-2014-116113,JW-15220,36116,10/3/2014,10/7/2014,Second Class
CA-2014-116127,SB-20185,10024,6/26/2014,6/28/2014,Second Class
CA-2014-116204,VW-21775,94110,2/12/2014,2/15/2014,Second Class
CA-2014-116225,SV-20935,10009,11/6/2014,11/10/2014,Standard Class
CA-2014-116288,BS-11380,94122,3/13/2014,3/18/2014,Standard Class
CA-2014-116358,KM-16225,66212,11/3/2014,11/7/2014,Standard Class
CA-2014-116498,KA-16525,92037,5/31/2014,6/4/2014,Standard Class
CA-2014-116519,CR-12730,10009,10/14/2014,10/16/2014,First Class
CA-2014-116645,ME-17725,19711,12/1/2014,12/5/2014,Standard Class
CA-2014-116680,PK-19075,94122,9/5/2014,9/7/2014,Second Class
CA-2014-116715,VW-21775,94122,12/3/2014,12/6/2014,First Class
CA-2014-116855,AI-10855,23320,12/18/2014,12/22/2014,Standard Class
CA-2014-116939,AG-10900,23223,9/26/2014,9/30/2014,Standard Class
CA-2014-116946,TS-21505,80134,12/20/2014,12/24/2014,Standard Class
CA-2014-116953,SV-20935,85204,4/25/2014,4/26/2014,First Class
CA-2014-116988,PW-19030,98105,6/28/2014,6/30/2014,Second Class
CA-2014-117009,BK-11260,92704,9/23/2014,9/29/2014,Standard Class
CA-2014-117023,JW-15955,11561,8/8/2014,8/13/2014,Standard Class
CA-2014-117044,HA-14920,60623,9/12/2014,9/14/2014,Second Class
CA-2014-117079,JR-15700,32216,10/24/2014,10/28/2014,Standard Class
CA-2014-117114,CY-12745,60610,11/1/2014,11/6/2014,Standard Class
CA-2014-117128,BF-11080,10024,12/6/2014,12/9/2014,Second Class
CA-2014-117156,TB-21055,19601,3/22/2014,3/24/2014,Second Class
CA-2014-117198,BG-11035,71203,9/1/2014,9/6/2014,Standard Class
CA-2014-117212,BT-11530,90036,2/27/2014,3/1/2014,Second Class
CA-2014-117240,CP-12340,10009,7/24/2014,7/29/2014,Standard Class
CA-2014-117261,TH-21235,90032,9/5/2014,9/11/2014,Standard Class
CA-2014-117324,JP-15520,53711,12/9/2014,12/14/2014,Standard Class
CA-2014-117394,MM-17920,19120,9/5/2014,9/11/2014,Standard Class
CA-2014-117401,PP-18955,65807,5/19/2014,5/23/2014,Second Class
CA-2014-117422,FC-14245,44107,10/22/2014,10/26/2014,Standard Class
CA-2014-117436,LW-17125,6360,6/9/2014,6/15/2014,Standard Class
CA-2014-117443,JB-15400,61107,12/24/2014,12/26/2014,Second Class
CA-2014-117457,KH-16510,94110,12/9/2014,12/13/2014,Standard Class
CA-2014-117485,BD-11320,74133,9/24/2014,9/30/2014,Standard Class
CA-2014-117513,BT-11395,90004,3/4/2014,3/9/2014,Standard Class
CA-2014-117632,CS-12175,94122,5/13/2014,5/19/2014,Standard Class
CA-2014-117646,SC-20845,80027,8/22/2014,8/26/2014,Standard Class
CA-2014-117653,MO-17500,60623,10/20/2014,10/24/2014,Standard Class
CA-2014-117667,MS-17980,19134,12/5/2014,12/10/2014,Standard Class
CA-2014-117695,PW-19030,40475,8/6/2014,8/9/2014,First Class
CA-2014-117702,LS-16975,21215,11/29/2014,12/5/2014,Standard Class
CA-2014-117807,DK-13090,68025,10/2/2014,10/8/2014,Standard Class
CA-2014-117821,HG-15025,43302,6/13/2014,6/17/2014,Standard Class
CA-2014-117863,TS-21340,10024,5/19/2014,5/24/2014,Standard Class
CA-2014-117870,JH-15820,44240,1/28/2014,1/31/2014,Second Class
CA-2014-117926,AS-10225,94109,12/9/2014,12/13/2014,Second Class
CA-2014-117933,RF-19840,10024,12/25/2014,12/30/2014,Standard Class
CA-2014-117947,NG-18355,10011,8/19/2014,8/24/2014,Second Class
CA-2014-118003,DO-13645,7501,12/5/2014,12/11/2014,Standard Class
CA-2014-118017,LC-16870,80229,12/4/2014,12/7/2014,Second Class
CA-2014-118122,GG-14650,98103,11/18/2014,11/25/2014,Standard Class
CA-2014-118136,BB-10990,90301,9/17/2014,9/18/2014,First Class
CA-2014-118199,LB-16795,98105,5/10/2014,5/12/2014,First Class
CA-2014-118213,AB-10060,46142,11/6/2014,11/8/2014,First Class
CA-2014-118346,PO-19180,53142,7/24/2014,7/25/2014,First Class
CA-2014-118360,JC-15775,10011,4/2/2014,4/8/2014,Standard Class
CA-2014-118367,LO-17170,10035,10/29/2014,11/3/2014,Second Class
CA-2014-118402,JO-15280,38109,9/30/2014,10/5/2014,Standard Class
CA-2014-118437,PF-19165,98502,6/18/2014,6/22/2014,Second Class
CA-2014-118521,LF-17185,10035,2/17/2014,2/21/2014,Standard Class
CA-2014-118542,CC-12550,90008,12/2/2014,12/6/2014,Standard Class
CA-2014-118577,XP-21865,7109,10/7/2014,10/12/2014,Standard Class
CA-2014-118640,CS-11950,60610,7/21/2014,7/27/2014,Standard Class
CA-2014-118668,FW-14395,90032,1/3/2014,1/5/2014,Second Class
CA-2014-118724,AR-10825,94521,7/22/2014,7/26/2014,Second Class
CA-2014-118731,LP-17080,94110,11/21/2014,11/23/2014,Second Class
CA-2014-118773,TP-21415,77070,2/10/2014,2/15/2014,Standard Class
CA-2014-118857,AH-10075,89015,4/16/2014,4/19/2014,First Class
CA-2014-118864,KH-16690,90032,6/16/2014,6/20/2014,Second Class
CA-2014-118885,JG-15160,90049,12/30/2014,1/3/2015,Standard Class
CA-2014-118892,TP-21415,19134,8/18/2014,8/23/2014,Second Class
CA-2014-119004,JM-15250,28205,11/24/2014,11/29/2014,Standard Class
CA-2014-119011,LR-17035,94109,8/21/2014,8/26/2014,Standard Class
CA-2014-119193,SK-19990,43615,12/23/2014,12/25/2014,First Class
CA-2014-119284,TS-21205,37211,6/16/2014,6/21/2014,Standard Class
CA-2014-119305,SW-20275,39212,12/1/2014,12/5/2014,Standard Class
CA-2014-119389,BG-11740,19120,4/18/2014,4/20/2014,First Class
CA-2014-119424,SB-20185,98031,6/13/2014,6/15/2014,Second Class
CA-2014-119452,CL-12565,74133,3/22/2014,3/28/2014,Standard Class
CA-2014-119494,JE-15610,92105,11/10/2014,11/14/2014,Standard Class
CA-2014-119564,PL-18925,98115,12/16/2014,12/21/2014,Standard Class
CA-2014-119578,JG-15310,2908,12/23/2014,12/28/2014,Second Class
CA-2014-119655,CV-12295,48234,4/21/2014,4/25/2014,Standard Class
CA-2014-119669,TP-21130,30080,1/25/2014,1/31/2014,Standard Class
CA-2014-119746,CM-12385,60610,11/24/2014,11/28/2014,Standard Class
CA-2014-119809,YS-21880,98103,8/19/2014,8/26/2014,Standard Class
CA-2014-119914,CC-12220,92683,5/5/2014,5/10/2014,Second Class
CA-2014-120019,NG-18355,6824,2/17/2014,2/22/2014,Standard Class
CA-2014-120061,SR-20425,45503,11/3/2014,11/8/2014,Second Class
CA-2014-120138,TB-21625,10009,5/26/2014,5/26/2014,Same Day
CA-2014-120222,LL-16840,90032,4/26/2014,5/3/2014,Standard Class
CA-2014-120327,WB-21850,50322,11/12/2014,11/17/2014,Standard Class
CA-2014-120376,TP-21130,48227,12/23/2014,12/26/2014,First Class
CA-2014-120404,KH-16330,10035,11/21/2014,11/25/2014,Second Class
CA-2014-120614,SM-20950,90004,5/31/2014,6/5/2014,Standard Class
CA-2014-120705,MG-17875,33311,9/6/2014,9/12/2014,Standard Class
CA-2014-120719,SJ-20125,98105,3/24/2014,3/27/2014,First Class
CA-2014-120761,AB-10150,11561,9/5/2014,9/9/2014,Standard Class
CA-2014-120894,JL-15130,28403,4/29/2014,5/3/2014,Standard Class
CA-2014-120936,CA-12310,92804,12/18/2014,12/22/2014,Standard Class
CA-2014-120999,LC-16930,60540,9/11/2014,9/16/2014,Standard Class
CA-2014-121027,HW-14935,98105,8/19/2014,8/23/2014,Standard Class
CA-2014-121048,TC-21295,92683,7/15/2014,7/19/2014,Standard Class
CA-2014-121083,JF-15190,6040,7/10/2014,7/16/2014,Standard Class
CA-2014-121125,MG-17890,97224,5/31/2014,6/4/2014,Standard Class
CA-2014-121160,FM-14290,77803,11/5/2014,11/5/2014,Same Day
CA-2014-121195,NS-18505,75220,12/25/2014,12/28/2014,First Class
CA-2014-121216,MM-17920,77840,12/24/2014,12/26/2014,Second Class
CA-2014-121258,DB-13060,92627,2/27/2014,3/4/2014,Standard Class
CA-2014-121293,JC-15775,19143,7/26/2014,7/29/2014,Second Class
CA-2014-121300,MG-17680,44060,9/30/2014,9/30/2014,Same Day
CA-2014-121314,BE-11410,33178,9/24/2014,9/27/2014,First Class
CA-2014-121398,FH-14365,90008,12/26/2014,12/30/2014,Standard Class
